step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
33,PAYMENT,1771.11,C000194,1111.83,0.0,M000063,18241.96,20013.07,0,0
33,PAYMENT,242.42,C000163,13661.15,13418.73,M000040,822.45,1064.87,0,0
33,TRANSFER,2139.62,C000051,1775.27,0.0,M000127,4821.96,6961.59,0,0
33,PAYMENT,131.98,C000017,927.89,795.91,M000016,2860.15,2992.13,0,0
33,PAYMENT,441.79,C000081,3900.42,3458.63,M000191,14372.31,14814.1,0,0
33,PAYMENT,797.08,C000215,4938.63,4141.55,M000029,36859.18,37656.27,0,0
33,TRANSFER,4247.6,C000048,3799.64,0.0,M000015,2594.67,6842.28,0,0
33,TRANSFER,1941.78,C000033,11377.49,9435.71,M000128,2352.5,4294.28,0,0
33,PAYMENT,1246.07,C000078,4690.36,3444.29,M000111,1027.96,2274.03,0,0
33,CASH_OUT,468.71,C000100,31165.89,30697.18,M000158,6571.19,7039.9,0,0
33,CASH_OUT,3727.49,C000232,15356.9,11629.4,M000147,898.35,4625.85,0,0
33,DEBIT,470.35,C000063,13929.97,13459.62,M000016,8735.75,9206.1,0,0
33,CASH_OUT,488.04,C000272,9244.79,8756.75,M000054,1243.61,1731.65,0,0
33,CASH_OUT,151.04,C000045,7903.72,7752.68,M000084,2094.42,2245.46,0,0
33,CASH_IN,7454.13,C000288,440.88,0.0,M000113,5862.39,13316.52,0,0
33,PAYMENT,2128.89,C000276,12286.47,10157.59,M000037,4686.33,6815.22,0,0
33,CASH_IN,554.66,C000063,2443.71,1889.05,M000113,986.37,1541.03,0,0
33,CASH_OUT,212.65,C000174,4488.23,4275.57,M000174,6431.19,6643.84,0,0
33,CASH_OUT,267.91,C000239,1665.55,1397.64,M000153,3749.16,4017.07,0,0
33,PAYMENT,818.36,C000159,5564.74,4746.38,M000094,3939.97,4758.33,0,0
33,CASH_OUT,542.56,C000182,1381.23,838.67,M000187,50653.62,51196.18,0,0
33,CASH_IN,339.65,C000295,28374.29,28034.64,M000006,15212.18,15551.83,0,0
34,CASH_OUT,1240.43,C000228,12474.83,11234.4,M000180,1071.84,2312.27,0,0
34,TRANSFER,178.68,C000138,515.77,337.09,M000063,4539.81,4718.49,0,0
34,CASH_IN,2174.09,C000168,4994.78,2820.69,M000106,1643.23,3817.32,0,0
34,PAYMENT,159.92,C000082,10182.63,10022.71,M000187,514.77,674.69,0,0
34,TRANSFER,306.05,C000275,11512.8,11206.76,M000147,8932.93,9238.97,0,0
34,TRANSFER,251.23,C000225,3319.12,3067.89,M000002,2084.21,2335.44,0,0
34,TRANSFER,854.71,C000014,2132.81,1278.1,M000077,20779.07,21633.78,0,0
34,CASH_OUT,668.69,C000221,84395.83,83727.14,M000001,13609.18,14277.87,0,0
34,TRANSFER,712.66,C000108,4910.21,4197.54,M000136,2364.16,3076.82,0,0
34,TRANSFER,305.49,C000181,8371.75,8066.26,M000138,38132.96,38438.45,0,0
34,PAYMENT,309.55,C000068,1564.35,1254.79,M000182,7775.11,8084.66,0,0
34,TRANSFER,663.68,C000072,2472.74,1809.06,M000077,863.85,1527.53,0,0
34,CASH_OUT,139.52,C000205,3731.28,3591.76,M000043,12462.49,12602.02,0,0
34,TRANSFER,749.35,C000075,8499.21,7749.86,M000061,4321.81,5071.17,0,0
34,CASH_OUT,345.87,C000029,3869.87,3524.0,M000043,11662.92,12008.78,0,0
34,TRANSFER,2116.92,C000292,49983.51,47866.59,M000169,3047.99,5164.9,0,0
34,PAYMENT,305.89,C000192,1942.23,1636.34,M000036,3916.96,4222.85,0,0
34,PAYMENT,6091.15,C000088,8976.89,2885.74,M000023,2057.02,8148.17,0,0
34,CASH_OUT,265.42,C000275,12784.09,12518.68,M000106,1268.25,1533.67,0,0
34,CASH_OUT,128.8,C000158,1702.04,1573.24,M000147,7901.83,8030.63,0,0
34,PAYMENT,155.4,C000222,4431.83,4276.43,M000116,7534.29,7689.68,0,0
34,TRANSFER,326.07,C000183,6488.65,6162.58,M000050,1598.15,1924.21,0,0
34,PAYMENT,205.27,C000195,2505.28,2300.0,M000161,1566.22,1771.49,0,0
34,CASH_IN,1554.07,C000185,4579.95,3025.87,M000032,17229.2,18783.28,0,0
34,PAYMENT,1027.34,C000261,7404.31,6376.96,M000111,13472.69,14500.03,0,0
34,TRANSFER,148.47,C000116,720.19,571.72,M000101,14532.82,14681.29,0,0
34,PAYMENT,137.73,C000028,3199.56,3061.83,M000126,23890.49,24028.22,0,0
34,TRANSFER,378.39,C000103,11141.44,10763.05,M000173,12140.76,12519.15,0,0
34,PAYMENT,282.76,C000103,2517.98,2235.22,M000039,3630.77,3913.53,0,0
34,PAYMENT,775.12,C000288,1806.52,1031.4,M000020,8939.32,9714.44,0,0
34,CASH_IN,319.41,C000098,14861.61,14542.2,M000081,28337.79,28657.19,0,0
34,PAYMENT,780.69,C000067,1128.52,347.83,M000048,9691.43,10472.12,0,0
34,DEBIT,140.07,C000212,6524.5,6384.43,M000133,6153.88,6293.95,0,0
34,PAYMENT,1325.94,C000179,6170.19,4844.24,M000121,5552.19,6878.13,0,0
34,CASH_OUT,867.12,C000013,2999.81,2132.7,M000197,8033.2,8900.31,0,0
34,TRANSFER,451.45,C000132,12939.95,12488.49,M000179,9072.9,9524.35,0,0
34,TRANSFER,198.76,C000128,2802.97,2604.21,M000094,11866.04,12064.8,0,0
34,PAYMENT,3487.59,C000221,2836.46,0.0,M000127,4865.88,8353.47,0,0
34,TRANSFER,322.07,C000022,1493.98,1171.9,M000109,4265.38,4587.45,0,0
34,PAYMENT,1700.77,C000031,2801.24,1100.47,M000018,4577.04,6277.81,0,0
34,PAYMENT,298.27,C000270,8121.91,7823.63,M000144,5249.95,5548.23,0,0
34,PAYMENT,337.63,C000006,3400.64,3063.0,M000106,37326.09,37663.72,0,0
34,CASH_OUT,745.37,C000131,44108.68,43363.31,M000044,4884.09,5629.46,0,0
34,PAYMENT,104.59,C000157,14510.45,14405.86,M000004,1908.7,2013.29,0,0
34,PAYMENT,112.77,C000125,12874.96,12762.19,M000066,4476.17,4588.94,0,0
34,TRANSFER,396.03,C000254,6529.17,6133.15,M000094,3288.9,3684.93,0,0
34,PAYMENT,603.03,C000268,9591.34,8988.31,M000189,11249.07,11852.1,0,0
34,PAYMENT,437.76,C000020,3560.64,3122.88,M000029,1550.36,1988.12,0,0
34,CASH_OUT,1640.18,C000190,39441.61,37801.43,M000198,9154.87,10795.05,0,0
34,PAYMENT,121.2,C000195,6559.29,6438.08,M000021,8094.94,8216.14,0,0
34,CASH_OUT,668.27,C000072,762.67,94.4,M000019,1917.37,2585.64,0,0
34,CASH_OUT,957.12,C000283,14736.19,13779.07,M000128,1696.19,2653.3,0,0
34,PAYMENT,956.2,C000097,12635.48,11679.28,M000077,12055.76,13011.96,0,0
34,PAYMENT,647.52,C000079,1632.37,984.85,M000198,2415.35,3062.87,0,0
34,TRANSFER,304.59,C000235,2234.33,1929.75,M000081,1360.23,1664.82,0,0
34,PAYMENT,58.12,C000054,9617.99,9559.86,M000024,15295.99,15354.12,0,0
34,PAYMENT,945.15,C000198,134330.62,133385.46,M000041,2181.14,3126.3,0,0
34,TRANSFER,187.65,C000127,798.48,610.83,M000033,1521.61,1709.26,0,0
34,PAYMENT,202.19,C000145,1046.99,844.79,M000118,6011.28,6213.47,0,0
34,PAYMENT,262.85,C000218,4777.22,4514.37,M000167,4878.19,5141.03,0,0
34,CASH_IN,650.83,C000228,39860.45,39209.62,M000046,443.36,1094.2,0,0
34,PAYMENT,248.43,C000215,17490.85,17242.41,M000085,4760.4,5008.83,0,0
34,PAYMENT,325.59,C000235,1613.69,1288.11,M000170,4814.27,5139.86,0,0
34,TRANSFER,506.78,C000180,14028.32,13521.54,M000045,1075.53,1582.31,0,0
34,CASH_OUT,231.68,C000268,7708.36,7476.69,M000154,3842.91,4074.59,0,0
34,PAYMENT,2374.62,C000254,3227.48,852.86,M000076,2251.18,4625.8,0,0
34,CASH_IN,216.78,C000076,2771.3,2554.52,M000075,3213.98,3430.76,0,0
34,PAYMENT,234.33,C000176,2980.85,2746.52,M000037,1380.21,1614.54,0,0
34,CASH_IN,1367.34,C000101,1730.39,363.05,M000032,3528.09,4895.43,0,0
34,PAYMENT,623.61,C000227,1299.5,675.88,M000022,3981.71,4605.32,0,0
34,TRANSFER,211.06,C000031,1742.2,1531.14,M000152,3988.41,4199.47,0,0
34,TRANSFER,1353.4,C000034,3319.01,1965.61,M000069,14613.71,15967.11,0,0
34,PAYMENT,351.7,C000174,1977.04,1625.34,M000118,3321.51,3673.21,0,0
34,DEBIT,3808.71,C000287,2880.81,0.0,M000125,2283.9,6092.61,0,0
34,PAYMENT,103.36,C000125,8220.09,8116.72,M000176,3807.44,3910.8,0,0
34,TRANSFER,389.28,C000264,5468.0,5078.72,M000193,60694.4,61083.68,0,0
34,CASH_OUT,111.88,C000089,2001.29,1889.41,M000069,21882.05,21993.93,0,0
34,PAYMENT,636.03,C000045,3321.57,2685.54,M000025,4797.23,5433.26,0,0
34,CASH_OUT,446.01,C000219,1380.92,934.91,M000005,5822.65,6268.66,0,0
34,PAYMENT,141.64,C000058,30132.03,29990.38,M000036,8654.99,8796.64,0,0
34,CASH_OUT,1011.34,C000200,5014.77,4003.43,M000043,25402.8,26414.13,0,0
34,PAYMENT,1141.13,C000232,22777.05,21635.92,M000092,1477.98,2619.11,0,0
34,PAYMENT,882.87,C000088,7779.83,6896.97,M000115,47715.6,48598.46,0,0
34,TRANSFER,517.0,C000128,1405.61,888.61,M000005,2107.39,2624.39,0,0
34,PAYMENT,19642.15,C000059,5259.16,0.0,M000165,2340.74,21982.89,1,0
34,PAYMENT,828.92,C000229,3548.98,2720.05,M000168,4697.83,5526.75,0,0
34,TRANSFER,3665.71,C000281,11912.14,8246.43,M000082,4052.82,7718.53,0,0
34,PAYMENT,70.14,C000141,1440.07,1369.92,M000169,1401.58,1471.72,0,0
34,TRANSFER,75.83,C000228,12148.77,12072.94,M000151,14213.39,14289.22,0,0
34,CASH_IN,1088.42,C000162,13230.89,12142.47,M000106,11374.85,12463.27,0,0
34,CASH_IN,233.96,C000192,5161.35,4927.39,M000005,2567.52,2801.48,0,0
34,TRANSFER,165.32,C000132,7568.91,7403.59,M000010,16120.38,16285.7,0,0
34,PAYMENT,346.53,C000232,8989.52,8642.99,M000148,6551.13,6897.65,0,0
34,PAYMENT,24.36,C000241,21335.61,21311.24,M000174,2377.26,2401.62,0,0
35,PAYMENT,166.87,C000042,2338.47,2171.59,M000065,14588.74,14755.61,0,0
35,CASH_IN,709.48,C000187,2327.09,1617.62,M000150,783.26,1492.74,0,0
35,PAYMENT,21766.43,C000130,7058.98,0.0,M000076,15755.94,37522.37,1,0
35,PAYMENT,729.03,C000283,3531.17,2802.14,M000128,17729.95,18458.98,0,0
35,PAYMENT,1287.55,C000098,3007.66,1720.11,M000103,473.23,1760.77,0,0
35,PAYMENT,343.29,C000084,12199.78,11856.49,M000082,3913.27,4256.56,0,0
35,PAYMENT,1858.39,C000224,1851.44,0.0,M000199,6505.24,8363.62,0,0
35,CASH_OUT,3121.79,C000181,3895.46,773.68,M000184,9927.8,13049.59,0,0
35,CASH_OUT,928.4,C000009,2870.13,1941.73,M000121,5176.57,6104.97,0,0
35,PAYMENT,141.24,C000278,2033.87,1892.63,M000064,2459.17,2600.41,0,0
35,TRANSFER,1064.17,C000157,21423.42,20359.24,M000096,11084.83,12149.01,0,0
35,PAYMENT,274.86,C000287,733.64,458.78,M000073,2862.36,3137.22,0,0
35,PAYMENT,124.7,C000191,4167.21,4042.51,M000060,1018.21,1142.91,0,0
35,PAYMENT,160.65,C000125,8094.26,7933.61,M000125,5818.81,5979.46,0,0
35,TRANSFER,932.85,C000219,3013.89,2081.04,M000155,8468.47,9401.32,0,0
35,TRANSFER,760.85,C000100,15165.45,14404.6,M000082,16702.86,17463.7,0,0
35,CASH_IN,420.88,C000237,5401.48,4980.6,M000015,13510.29,13931.17,0,0
35,PAYMENT,62.76,C000006,9627.42,9564.66,M000029,3543.92,3606.68,0,0
35,TRANSFER,85.81,C000257,6441.53,6355.72,M000104,5563.12,5648.93,0,0
35,CASH_OUT,817.54,C000150,5257.36,4439.82,M000190,4978.26,5795.8,0,0
35,CASH_OUT,309.93,C000133,7615.49,7305.56,M000193,6255.01,6564.94,0,0
35,CASH_OUT,4557.97,C000003,1205.98,0.0,M000146,6650.53,11208.5,0,0
35,PAYMENT,111.18,C000052,948.36,837.18,M000156,5113.42,5224.6,0,0
35,PAYMENT,366.21,C000048,12235.82,11869.61,M000172,7155.26,7521.48,0,0
35,PAYMENT,546.97,C000125,1004.87,457.9,M000102,4147.25,4694.22,0,0
35,TRANSFER,359.18,C000061,13916.51,13557.33,M000178,5949.41,6308.59,0,0
35,PAYMENT,514.74,C000005,1773.07,1258.33,M000012,3874.48,4389.22,0,0
35,CASH_IN,3657.23,C000017,2199.07,0.0,M000115,1159.45,4816.68,0,0
35,TRANSFER,1039.51,C000056,1649.68,610.17,M000158,9878.37,10917.88,0,0
35,PAYMENT,212.36,C000059,1142.03,929.67,M000151,4732.25,4944.6,0,0
35,PAYMENT,541.36,C000274,2338.22,1796.86,M000079,11512.82,12054.18,0,0
35,PAYMENT,2891.95,C000104,7588.78,4696.83,M000091,3222.04,6113.98,0,0
35,PAYMENT,433.38,C000138,12170.89,11737.51,M000022,3633.7,4067.08,0,0
35,PAYMENT,249.54,C000049,5052.92,4803.38,M000032,439.53,689.07,0,0
35,PAYMENT,832.87,C000245,1638.99,806.12,M000102,5116.41,5949.28,0,0
35,PAYMENT,1270.07,C000031,12153.16,10883.09,M000182,5055.21,6325.29,0,0
35,PAYMENT,2302.76,C000157,13544.01,11241.25,M000131,9466.99,11769.75,0,0
35,CASH_OUT,588.75,C000155,27486.74,26897.99,M000104,15743.48,16332.23,0,0
35,PAYMENT,1162.21,C000187,9512.64,8350.43,M000109,3541.28,4703.5,0,0
35,TRANSFER,111.45,C000283,7095.92,6984.47,M000118,13211.97,13323.43,0,0
35,CASH_OUT,223.74,C000242,12945.17,12721.43,M000174,7930.52,8154.26,0,0
35,TRANSFER,266.31,C000221,44507.43,44241.11,M000011,1380.7,1647.01,0,0
35,CASH_OUT,174.96,C000236,21009.36,20834.41,M000034,7637.21,7812.17,0,0
35,CASH_OUT,437.79,C000231,7668.56,7230.76,M000069,1254.38,1692.17,0,0
35,CASH_IN,670.91,C000154,2159.85,1488.94,M000027,4607.07,5277.99,0,0
35,TRANSFER,2119.3,C000249,7456.41,5337.1,M000145,5764.32,7883.62,0,0
35,CASH_OUT,190.95,C000293,2663.87,2472.92,M000027,463.23,654.18,0,0
35,PAYMENT,2632.79,C000023,2407.94,0.0,M000053,48664.99,51297.78,0,0
35,PAYMENT,140.02,C000273,2030.91,1890.89,M000108,5298.19,5438.21,0,0
35,CASH_IN,92.93,C000226,3096.98,3004.05,M000190,5169.48,5262.4,0,0
35,PAYMENT,1814.35,C000254,13382.55,11568.2,M000055,6262.09,8076.44,0,0
35,PAYMENT,2691.93,C000155,385.92,0.0,M000029,14345.21,17037.14,0,0
35,PAYMENT,260.14,C000284,6913.03,6652.89,M000016,8232.59,8492.73,0,0
35,CASH_OUT,622.5,C000084,3592.4,2969.9,M000122,4182.04,4804.54,0,0
35,TRANSFER,88.24,C000257,2289.35,2201.11,M000120,22616.85,22705.09,0,0
35,CASH_OUT,886.37,C000191,6118.29,5231.92,M000193,21098.59,21984.96,0,0
35,PAYMENT,296.92,C000069,1456.82,1159.9,M000068,3639.53,3936.44,0,0
35,TRANSFER,246.92,C000216,1881.59,1634.66,M000003,6268.66,6515.58,0,0
35,TRANSFER,127.74,C000123,5406.37,5278.63,M000032,9090.44,9218.18,0,0
35,DEBIT,1812.45,C000122,4348.01,2535.56,M000135,8044.1,9856.55,0,0
35,CASH_OUT,407.04,C000242,22622.32,22215.28,M000054,2695.32,3102.35,0,0
35,CASH_IN,296.64,C000296,2248.16,1951.52,M000179,15993.83,16290.47,0,0
36,TRANSFER,2286.1,C000207,2695.2,409.11,M000133,4238.6,6524.7,0,0
36,CASH_OUT,3906.07,C000008,16945.48,13039.41,M000043,4536.83,8442.9,0,0
36,TRANSFER,279.18,C000061,3807.95,3528.77,M000153,4645.56,4924.74,0,0
36,CASH_IN,532.47,C000279,31334.15,30801.69,M000101,3995.77,4528.23,0,0
36,TRANSFER,1724.29,C000127,5921.02,4196.73,M000122,13023.59,14747.88,0,0
36,TRANSFER,115.71,C000010,3795.6,3679.89,M000159,5042.44,5158.15,0,0
36,PAYMENT,2461.56,C000115,15866.8,13405.24,M000121,568.45,3030.0,0,0
36,CASH_IN,504.1,C000295,30798.38,30294.29,M000194,10072.53,10576.63,0,0
36,TRANSFER,8155.79,C000287,7345.9,0.0,M000163,2353.72,10509.51,0,0
36,CASH_IN,508.55,C000223,4596.05,4087.5,M000068,27692.7,28201.25,0,0
36,CASH_IN,763.93,C000134,18318.88,17554.95,M000125,1709.72,2473.65,0,0
36,CASH_IN,156.54,C000223,2925.74,2769.2,M000029,35570.74,35727.28,0,0
36,PAYMENT,466.18,C000271,12863.21,12397.02,M000095,15376.61,15842.8,0,0
36,CASH_OUT,633.06,C000013,12910.17,12277.1,M000132,4978.15,5611.21,0,0
36,CASH_IN,2225.23,C000068,12778.11,10552.89,M000171,69127.33,71352.56,0,0
36,CASH_OUT,780.77,C000232,2721.88,1941.11,M000110,9402.15,10182.92,0,0
36,PAYMENT,755.25,C000007,15105.14,14349.89,M000030,7188.73,7943.98,0,0
36,TRANSFER,106.86,C000226,25064.62,24957.76,M000003,1927.87,2034.73,0,0
36,PAYMENT,983.41,C000062,1804.78,821.37,M000177,23854.47,24837.88,0,0
36,TRANSFER,357.06,C000216,3135.61,2778.56,M000170,11647.75,12004.81,0,0
36,TRANSFER,659.17,C000031,8693.71,8034.55,M000014,41916.2,42575.37,0,0
36,PAYMENT,553.1,C000011,2864.22,2311.12,M000083,2009.03,2562.13,0,0
36,TRANSFER,1976.82,C000202,5003.03,3026.21,M000051,7875.93,9852.75,0,0
36,TRANSFER,96.56,C000166,3470.7,3374.14,M000080,6075.93,6172.49,0,0
36,PAYMENT,253.7,C000213,8738.06,8484.36,M000031,3532.36,3786.05,0,0
36,CASH_OUT,1831.88,C000048,4434.51,2602.63,M000082,5421.5,7253.38,0,0
36,CASH_OUT,43.69,C000210,1923.73,1880.04,M000131,2640.98,2684.67,0,0
36,CASH_IN,524.22,C000002,26629.61,26105.4,M000149,1334.0,1858.21,0,0
36,CASH_OUT,101.58,C000221,2150.79,2049.21,M000122,6544.98,6646.56,0,0
36,CASH_OUT,334.64,C000137,19005.79,18671.15,M000053,5282.03,5616.67,0,0
36,CASH_OUT,335.14,C000099,1110.38,775.24,M000085,3173.29,3508.43,0,0
36,CASH_OUT,3124.14,C000129,23207.55,20083.41,M000092,8758.35,11882.49,0,0
36,CASH_IN,72.49,C000164,16898.84,16826.35,M000153,11040.65,11113.14,0,0
36,PAYMENT,172.41,C000115,35472.08,35299.67,M000167,7551.21,7723.62,0,0
36,TRANSFER,105.32,C000069,522.7,417.38,M000199,22769.71,22875.03,0,0
36,CASH_OUT,156.5,C000003,8765.28,8608.78,M000124,10321.62,10478.12,0,0
36,PAYMENT,80.47,C000065,3594.71,3514.24,M000025,6291.36,6371.83,0,0
36,CASH_OUT,560.11,C000237,394.72,0.0,M000085,3814.48,4374.58,0,0
36,PAYMENT,475.81,C000066,800.68,324.87,M000156,11665.7,12141.51,0,0
36,CASH_IN,201.12,C000082,2917.84,2716.72,M000164,2517.62,2718.73,0,0
36,CASH_OUT,6114.94,C000242,2388.13,0.0,M000039,2448.13,8563.07,0,0
36,PAYMENT,396.37,C000253,15772.1,15375.73,M000090,5060.95,5457.32,0,0
36,TRANSFER,525.28,C000230,13558.12,13032.84,M000028,3880.97,4406.24,0,0
36,PAYMENT,1299.18,C000094,3629.05,2329.88,M000056,9107.22,10406.39,0,0
36,CASH_OUT,1640.17,C000250,7576.29,5936.12,M000025,11315.17,12955.34,0,0
36,CASH_OUT,103.92,C000084,2392.46,2288.54,M000020,9481.92,9585.84,0,0
36,CASH_OUT,364.84,C000226,3632.89,3268.05,M000132,4371.99,4736.83,0,0
36,CASH_OUT,1005.65,C000021,7355.85,6350.2,M000198,9044.15,10049.8,0,0
36,TRANSFER,527.09,C000203,3619.54,3092.44,M000058,1860.12,2387.21,0,0
36,TRANSFER,47.88,C000280,4435.74,4387.86,M000174,47091.57,47139.45,0,0
36,CASH_OUT,3225.41,C000248,792.33,0.0,M000102,10781.96,14007.37,0,0
36,PAYMENT,362.34,C000261,60868.56,60506.22,M000064,1108.97,1471.31,0,0
36,PAYMENT,121.25,C000210,3562.18,3440.92,M000064,26006.95,26128.21,0,0
36,CASH_OUT,920.46,C000295,10754.16,9833.7,M000169,2881.11,3801.57,0,0
36,CASH_OUT,717.62,C000079,7486.45,6768.83,M000052,8773.83,9491.44,0,0
36,TRANSFER,369.21,C000130,7120.7,6751.49,M000001,14773.09,15142.3,0,0
36,TRANSFER,196.73,C000181,6379.5,6182.77,M000053,14540.31,14737.04,0,0
36,CASH_OUT,128.58,C000031,2915.08,2786.49,M000138,5320.26,5448.84,0,0
36,DEBIT,30.43,C000158,4557.62,4527.19,M000151,517.44,547.87,0,0
36,PAYMENT,443.09,C000092,17151.2,16708.11,M000074,8068.27,8511.35,0,0
36,CASH_OUT,300.03,C000011,8397.8,8097.78,M000149,16441.7,16741.73,0,0
36,DEBIT,256.01,C000069,1148.95,892.94,M000150,19484.52,19740.53,0,0
36,TRANSFER,197.2,C000269,1504.09,1306.88,M000192,5692.93,5890.13,0,0
36,PAYMENT,868.78,C000115,1200.48,331.7,M000148,5264.54,6133.32,0,0
36,TRANSFER,4730.68,C000033,24179.51,19448.83,M000170,2913.99,7644.66,0,0
36,CASH_OUT,664.14,C000051,1656.53,992.38,M000149,13705.9,14370.04,0,0
36,CASH_IN,480.13,C000201,3248.68,2768.54,M000052,3519.78,3999.92,0,0
36,PAYMENT,224.2,C000234,16932.87,16708.67,M000144,10644.25,10868.45,0,0
36,CASH_IN,224.04,C000236,8494.65,8270.61,M000155,6480.83,6704.86,0,0
36,TRANSFER,8551.1,C000241,2211.22,0.0,M000123,5099.46,13650.56,1,0
36,CASH_IN,190.82,C000251,14055.99,13865.17,M000149,1125.17,1315.99,0,0
36,PAYMENT,181.99,C000105,3405.87,3223.88,M000080,5158.92,5340.91,0,0
36,CASH_IN,854.38,C000207,2192.18,1337.8,M000124,847.11,1701.48,0,0
36,TRANSFER,371.31,C000288,20808.13,20436.82,M000038,13894.47,14265.78,0,0
36,PAYMENT,582.41,C000276,674.18,91.77,M000192,3380.19,3962.6,0,0
36,PAYMENT,189.38,C000133,583.3,393.93,M000152,10237.21,10426.59,0,0
36,DEBIT,522.91,C000016,14636.7,14113.78,M000001,19683.67,20206.58,0,0
36,PAYMENT,122.9,C000017,21091.17,20968.27,M000180,7801.35,7924.25,0,0
36,PAYMENT,2809.16,C000187,2295.67,0.0,M000157,30359.06,33168.22,0,0
36,CASH_IN,803.87,C000118,5903.62,5099.75,M000182,26809.46,27613.33,0,0
36,TRANSFER,2021.26,C000238,4561.47,2540.21,M000182,1946.44,3967.69,0,0
36,CASH_OUT,332.78,C000258,2551.87,2219.09,M000010,24143.61,24476.39,0,0
36,PAYMENT,375.9,C000282,14633.55,14257.65,M000125,12647.07,13022.96,0,0
36,PAYMENT,263.81,C000043,86852.02,86588.21,M000009,9187.12,9450.93,0,0
36,CASH_IN,710.57,C000154,2008.79,1298.22,M000009,45665.24,46375.8,0,0
36,CASH_OUT,167.9,C000122,2726.15,2558.26,M000063,11096.69,11264.59,0,0
36,CASH_IN,2676.2,C000064,11939.98,9263.79,M000017,2017.6,4693.79,0,0
36,TRANSFER,892.98,C000056,16536.61,15643.63,M000172,2277.71,3170.69,0,0
36,CASH_OUT,162.24,C000092,13872.05,13709.81,M000106,3830.3,3992.54,0,0
36,CASH_IN,1068.44,C000092,6633.64,5565.19,M000191,2445.43,3513.87,0,0
36,PAYMENT,898.35,C000132,545.32,0.0,M000156,3201.39,4099.74,0,0
36,PAYMENT,167.47,C000268,8140.45,7972.98,M000053,1283.53,1451.0,0,0
36,PAYMENT,2654.19,C000031,2110.42,0.0,M000017,4242.18,6896.37,0,0
36,CASH_IN,390.99,C000087,6099.54,5708.55,M000142,13553.61,13944.6,0,0
37,CASH_IN,432.4,C000259,2224.62,1792.21,M000016,1957.17,2389.57,0,0
37,DEBIT,216.05,C000135,24394.82,24178.78,M000154,8615.15,8831.19,0,0
37,PAYMENT,523.86,C000203,24333.07,23809.2,M000168,3221.82,3745.68,0,0
37,PAYMENT,775.97,C000120,23225.91,22449.94,M000186,16499.49,17275.45,0,0
37,CASH_IN,266.89,C000022,2835.25,2568.36,M000029,18177.15,18444.04,0,0
37,PAYMENT,298.59,C000114,9668.11,9369.52,M000120,4336.09,4634.68,0,0
37,PAYMENT,2937.63,C000211,907.72,0.0,M000070,5734.85,8672.48,0,0
37,PAYMENT,915.82,C000170,3943.11,3027.29,M000089,25436.02,26351.85,0,0
37,CASH_IN,149.36,C000019,1396.25,1246.89,M000145,11037.85,11187.22,0,0
37,CASH_OUT,207.01,C000170,1148.82,941.81,M000183,26471.81,26678.82,0,0
37,PAYMENT,161.6,C000190,8888.43,8726.83,M000010,8905.44,9067.04,0,0
37,PAYMENT,715.59,C000076,6321.64,5606.05,M000105,2638.88,3354.47,0,0
37,PAYMENT,3041.11,C000067,5109.05,2067.95,M000042,4180.55,7221.65,0,0
37,PAYMENT,4516.79,C000063,1659.88,0.0,M000043,12834.82,17351.61,0,0
37,CASH_OUT,377.54,C000173,5777.64,5400.09,M000115,13307.57,13685.12,0,0
37,TRANSFER,322.66,C000207,5012.17,4689.51,M000191,2812.39,3135.05,0,0
37,CASH_IN,1784.46,C000279,2799.61,1015.15,M000000,3689.14,5473.6,0,0
37,CASH_OUT,2684.96,C000287,12786.56,10101.61,M000018,4016.34,6701.29,0,0
37,PAYMENT,119.63,C000294,13253.13,13133.5,M000157,2431.29,2550.92,0,0
37,CASH_OUT,665.33,C000175,3622.05,2956.72,M000031,11494.81,12160.14,0,0
37,CASH_OUT,46.76,C000009,25989.37,25942.61,M000121,63567.85,63614.61,0,0
37,TRANSFER,407.3,C000150,3654.76,3247.46,M000064,20219.71,20627.01,0,0
37,PAYMENT,437.42,C000219,12780.2,12342.79,M000059,2401.31,2838.73,0,0
37,CASH_IN,308.16,C000281,4719.93,4411.77,M000129,9417.83,9725.99,0,0
37,TRANSFER,1563.57,C000241,7674.27,6110.7,M000168,9089.79,10653.36,0,0
37,CASH_IN,297.86,C000250,10682.12,10384.26,M000150,8371.73,8669.59,0,0
37,TRANSFER,2625.62,C000132,866.19,0.0,M000189,2835.89,5461.51,0,0
37,CASH_IN,476.07,C000289,14666.88,14190.81,M000199,9937.98,10414.06,0,0
37,PAYMENT,848.7,C000055,3059.71,2211.02,M000185,15745.61,16594.31,0,0
37,PAYMENT,5047.69,C000150,5543.61,495.92,M000113,833.46,5881.15,0,0
37,PAYMENT,1400.52,C000029,23485.27,22084.75,M000144,12049.3,13449.82,0,0
37,CASH_IN,873.27,C000040,780.58,0.0,M000081,3469.75,4343.02,0,0
37,TRANSFER,159.73,C000217,2882.81,2723.08,M000023,34688.35,34848.07,0,0
37,PAYMENT,87.77,C000027,2249.32,2161.55,M000000,5688.15,5775.92,0,0
37,CASH_IN,4816.47,C000031,5653.53,837.06,M000159,7258.92,12075.4,0,0
37,PAYMENT,2685.81,C000086,10401.19,7715.38,M000093,8606.61,11292.42,0,0
